序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
6721,接收,10:30:10.870.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 A8 A9 ,
6722,接收,10:30:10.870.0,0x00000402,标准帧,数据帧,0x08,20 3F 55 04 6A 04 6D 37 ,
6723,接收,10:30:10.870.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 90 86 ,
6724,接收,10:30:10.870.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 88 A0 ,
6725,接收,10:30:10.870.0,0x00000211,标准帧,数据帧,0x08,16 4E 6C 00 29 04 90 89 ,
6726,接收,10:30:10.870.0,0x00000212,标准帧,数据帧,0x08,00 00 91 00 00 00 00 91 ,
6727,接收,10:30:10.870.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 08 08 ,
6728,接收,10:30:10.870.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 91 87 ,
6729,接收,10:30:10.886.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 89 A1 ,
6730,接收,10:30:10.886.0,0x00000211,标准帧,数据帧,0x08,16 4E 6F 00 29 04 91 8B ,
6731,接收,10:30:10.886.0,0x00000212,标准帧,数据帧,0x08,00 00 92 00 00 00 00 92 ,
6732,接收,10:30:10.886.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 09 09 ,
6733,接收,10:30:10.886.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 A9 00 66 ,
6734,接收,10:30:10.886.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 69 00 C8 85 ,
6735,接收,10:30:10.886.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 A9 A8 ,
6736,接收,10:30:10.886.0,0x00000402,标准帧,数据帧,0x08,20 3F 56 04 69 04 6C 38 ,
6737,接收,10:30:10.886.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 92 84 ,
6738,接收,10:30:10.886.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8A A2 ,
6739,接收,10:30:10.886.0,0x00000211,标准帧,数据帧,0x08,16 4E 71 00 29 04 92 96 ,
6740,接收,10:30:10.886.0,0x00000212,标准帧,数据帧,0x08,00 00 93 00 00 00 00 93 ,
6741,接收,10:30:10.886.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
6742,接收,10:30:10.886.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
6743,接收,10:30:10.902.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0A 0A ,
6744,接收,10:30:10.902.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
6745,接收,10:30:10.902.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
6746,接收,10:30:10.902.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
6747,接收,10:30:10.902.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
6748,接收,10:30:10.902.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 93 85 ,
6749,接收,10:30:10.902.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8B A3 ,
6750,接收,10:30:10.902.0,0x00000211,标准帧,数据帧,0x08,16 4E 73 00 29 04 93 95 ,
6751,接收,10:30:10.902.0,0x00000212,标准帧,数据帧,0x08,00 00 94 00 00 00 00 94 ,
6752,接收,10:30:10.902.0,0x00000281,标准帧,数据帧,0x08,FD 00 3A 01 00 00 00 00 ,
6753,接收,10:30:10.902.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0B 0B ,
6754,接收,10:30:10.902.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 AA 00 B2 ,
6755,接收,10:30:10.902.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 69 00 C8 85 ,
6756,接收,10:30:10.902.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 AA AB ,
6757,接收,10:30:10.902.0,0x00000402,标准帧,数据帧,0x08,20 3F 57 04 69 04 6C 39 ,
6758,接收,10:30:10.902.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 94 82 ,
6759,接收,10:30:10.902.0,0x00000401,标准帧,数据帧,0x08,20 83 00 04 6C 55 00 9E ,
6760,接收,10:30:10.902.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8C A4 ,
6761,接收,10:30:10.902.0,0x00000211,标准帧,数据帧,0x08,16 4E 73 00 29 04 94 92 ,
6762,接收,10:30:10.917.0,0x00000212,标准帧,数据帧,0x08,00 00 95 00 00 00 00 95 ,
6763,接收,10:30:10.917.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0C 0C ,
6764,接收,10:30:10.917.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 95 83 ,
6765,接收,10:30:10.917.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8D A5 ,
6766,接收,10:30:10.917.0,0x00000211,标准帧,数据帧,0x08,16 4E 71 00 22 04 95 9A ,
6767,接收,10:30:10.917.0,0x00000212,标准帧,数据帧,0x08,00 00 96 00 00 00 00 96 ,
6768,接收,10:30:10.917.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0D 0D ,
6769,接收,10:30:10.917.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
6770,接收,10:30:10.917.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 AB 00 FE ,
6771,接收,10:30:10.917.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
6772,接收,10:30:10.917.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 68 00 C8 84 ,
6773,接收,10:30:10.917.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 AB AA ,
6774,接收,10:30:10.917.0,0x00000402,标准帧,数据帧,0x08,20 3F 58 04 68 04 6B 3A ,
6775,接收,10:30:10.934.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 96 80 ,
6776,接收,10:30:10.934.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8E A6 ,
6777,接收,10:30:10.934.0,0x00000211,标准帧,数据帧,0x08,16 4E 71 00 22 04 96 99 ,
6778,接收,10:30:10.934.0,0x00000212,标准帧,数据帧,0x08,00 00 97 00 00 00 00 97 ,
6779,接收,10:30:10.934.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
6780,接收,10:30:10.934.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
6781,接收,10:30:10.934.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0E 0E ,
6782,接收,10:30:10.934.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 97 80 ,
6783,接收,10:30:10.934.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8F A7 ,
6784,接收,10:30:10.934.0,0x00000211,标准帧,数据帧,0x08,16 4E 71 00 22 04 97 98 ,
6785,接收,10:30:10.949.0,0x00000212,标准帧,数据帧,0x08,00 00 98 00 00 00 00 98 ,
6786,接收,10:30:10.949.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0F 0F ,
6787,接收,10:30:10.949.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 AC 00 07 ,
6788,接收,10:30:10.949.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 68 00 C8 84 ,
6789,接收,10:30:10.949.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 AC AD ,
6790,接收,10:30:10.950.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
6791,接收,10:30:10.950.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
6792,接收,10:30:10.950.0,0x00000402,标准帧,数据帧,0x08,20 3F 59 04 68 04 6B 3B ,
6793,接收,10:30:10.950.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 98 8F ,
6794,接收,10:30:10.950.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 80 A8 ,
6795,接收,10:30:10.950.0,0x00000211,标准帧,数据帧,0x08,16 4E 70 00 22 04 98 96 ,
6796,接收,10:30:10.950.0,0x00000212,标准帧,数据帧,0x08,00 00 99 00 00 00 00 99 ,
6797,接收,10:30:10.950.0,0x00000281,标准帧,数据帧,0x08,FD 00 3A 01 00 00 00 00 ,
6798,接收,10:30:10.950.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
6799,接收,10:30:10.950.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
6800,接收,10:30:10.950.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
6801,接收,10:30:10.950.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 99 8E ,
6802,接收,10:30:10.965.0,0x00000401,标准帧,数据帧,0x08,20 82 00 04 6A 55 00 99 ,
6803,接收,10:30:10.965.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 81 A9 ,
6804,接收,10:30:10.965.0,0x00000211,标准帧,数据帧,0x08,16 4E 6F 00 22 04 99 88 ,
6805,接收,10:30:10.965.0,0x00000212,标准帧,数据帧,0x08,00 00 9A 00 00 00 00 9A ,
6806,接收,10:30:10.965.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 01 01 ,
6807,接收,10:30:10.965.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 AD 00 4B ,
6808,接收,10:30:10.965.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 68 00 C8 84 ,
6809,接收,10:30:10.965.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 AD AC ,
6810,接收,10:30:10.965.0,0x00000402,标准帧,数据帧,0x08,20 3F 5A 04 68 04 6A 3C ,
6811,接收,10:30:10.965.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 9A 8D ,
6812,接收,10:30:10.965.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 82 AA ,
6813,接收,10:30:10.965.0,0x00000211,标准帧,数据帧,0x08,16 4E 75 00 22 04 9A 91 ,
6814,接收,10:30:10.965.0,0x00000215,标准帧,数据帧,0x08,69 64 14 02 93 04 3F 3F ,
6815,接收,10:30:10.965.0,0x00000212,标准帧,数据帧,0x08,00 00 9B 00 00 00 00 9B ,
6816,接收,10:30:10.981.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
6817,接收,10:30:10.981.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
6818,接收,10:30:10.981.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 02 02 ,
6819,接收,10:30:10.981.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 9B 8C ,
6820,接收,10:30:10.981.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 83 AB ,
6821,接收,10:30:10.981.0,0x00000211,标准帧,数据帧,0x08,16 4E 77 00 22 04 9B 92 ,
6822,接收,10:30:10.981.0,0x00000216,标准帧,数据帧,0x08,0E 01 00 00 00 00 FF FF ,
6823,接收,10:30:10.981.0,0x00000212,标准帧,数据帧,0x08,00 00 9C 00 00 00 00 9C ,
6824,接收,10:30:10.981.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 03 03 ,
6825,接收,10:30:10.981.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
6826,接收,10:30:10.981.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 AE 00 9F ,
6827,接收,10:30:10.981.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
6828,接收,10:30:10.981.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 67 00 C8 8B ,
6829,接收,10:30:10.981.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 AE AF ,
6830,接收,10:30:10.981.0,0x00000402,标准帧,数据帧,0x08,20 3F 5B 04 67 04 69 3D ,
6831,接收,10:30:10.981.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 9C 8B ,
6832,接收,10:30:10.981.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 84 AC ,
6833,接收,10:30:10.997.0,0x00000211,标准帧,数据帧,0x08,16 4E 7B 00 22 04 9C 99 ,
6834,接收,10:30:10.997.0,0x00000217,标准帧,数据帧,0x08,01 00 00 00 00 00 92 00 ,
6835,接收,10:30:10.997.0,0x00000212,标准帧,数据帧,0x08,00 00 9D 00 00 00 00 9D ,
6836,接收,10:30:10.997.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 04 04 ,
6837,接收,10:30:10.997.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
6838,接收,10:30:10.997.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
6839,接收,10:30:10.997.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 9D 8A ,
6840,接收,10:30:10.997.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 85 AD ,
6841,接收,10:30:10.997.0,0x00000211,标准帧,数据帧,0x08,16 4E 7D 00 22 04 9D 9E ,
6842,接收,10:30:10.997.0,0x00000218,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
6843,接收,10:30:10.997.0,0x00000212,标准帧,数据帧,0x08,00 00 9E 00 00 00 00 9E ,
6844,接收,10:30:10.997.0,0x00000281,标准帧,数据帧,0x08,14 01 3A 01 00 00 00 00 ,
6845,接收,10:30:10.997.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 05 05 ,
6846,接收,10:30:10.997.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 AF 00 D3 ,
6847,接收,10:30:10.997.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 67 00 C8 8B ,
6848,接收,10:30:10.997.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 AF AE ,
6849,接收,10:30:11.012.0,0x00000402,标准帧,数据帧,0x08,20 3F 5C 04 67 04 69 3E ,
6850,接收,10:30:11.012.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 9E 89 ,
6851,接收,10:30:11.012.0,0x00000401,标准帧,数据帧,0x08,20 80 00 04 69 55 00 98 ,
6852,接收,10:30:11.012.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 86 AE ,
6853,接收,10:30:11.012.0,0x00000211,标准帧,数据帧,0x08,16 4E 7B 00 22 04 9E 9B ,
6854,接收,10:30:11.012.0,0x00000219,标准帧,数据帧,0x08,01 04 EE 0C ED 0C F0 0C ,
6855,接收,10:30:11.012.0,0x00000212,标准帧,数据帧,0x08,00 00 9F 00 00 00 00 9F ,
6856,接收,10:30:11.012.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
6857,接收,10:30:11.012.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
6858,接收,10:30:11.012.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 06 06 ,
6859,接收,10:30:11.012.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
6860,接收,10:30:11.012.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
6861,接收,10:30:11.012.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 9F 88 ,
6862,接收,10:30:11.012.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 87 AF ,
6863,接收,10:30:11.012.0,0x00000211,标准帧,数据帧,0x08,16 4E 78 00 3E 04 9F 85 ,
6864,接收,10:30:11.028.0,0x00000220,标准帧,数据帧,0x08,01 02 3F 00 FF 00 FF 00 ,
6865,接收,10:30:11.028.0,0x00000212,标准帧,数据帧,0x08,00 00 A0 00 00 00 00 A0 ,
6866,接收,10:30:11.028.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 07 07 ,
6867,接收,10:30:11.028.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 B0 00 C4 ,
6868,接收,10:30:11.028.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 67 00 C8 8B ,
6869,接收,10:30:11.028.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 B0 B1 ,
6870,接收,10:30:11.028.0,0x00000402,标准帧,数据帧,0x08,20 3F 5D 04 67 04 69 3F ,
6871,接收,10:30:11.028.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4F 01 A0 B7 ,
6872,接收,10:30:11.028.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 88 A0 ,
6873,接收,10:30:11.028.0,0x00000211,标准帧,数据帧,0x08,16 4E 79 00 3E 04 A0 BB ,
6874,接收,10:30:11.028.0,0x00000221,标准帧,数据帧,0x08,01 01 0F 04 14 02 00 00 ,
6875,接收,10:30:11.029.0,0x00000212,标准帧,数据帧,0x08,00 00 A1 00 00 00 00 A1 ,
6876,接收,10:30:11.029.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 08 08 ,
6877,接收,10:30:11.044.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A1 B7 ,
6878,接收,10:30:11.044.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 89 A1 ,
6879,接收,10:30:11.044.0,0x00000211,标准帧,数据帧,0x08,16 4E 7A 00 3E 04 A1 B9 ,
6880,接收,10:30:11.044.0,0x00000222,标准帧,数据帧,0x08,00 00 5C 2C 01 04 00 00 ,
6881,接收,10:30:11.044.0,0x00000212,标准帧,数据帧,0x08,00 00 A2 00 00 00 00 A2 ,
6882,接收,10:30:11.044.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 09 09 ,
6883,接收,10:30:11.044.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
6884,接收,10:30:11.044.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 B1 00 88 ,
6885,接收,10:30:11.044.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
6886,接收,10:30:11.044.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 66 00 C8 8A ,
6887,接收,10:30:11.044.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 B1 B0 ,
6888,接收,10:30:11.044.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
6889,接收,10:30:11.044.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
6890,接收,10:30:11.044.0,0x00000402,标准帧,数据帧,0x08,20 3F 5E 04 66 04 68 40 ,
6891,接收,10:30:11.044.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A2 B4 ,
6892,接收,10:30:11.044.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8A A2 ,
6893,接收,10:30:11.044.0,0x00000211,标准帧,数据帧,0x08,16 4E 7C 00 3E 04 A2 BC ,
6894,接收,10:30:11.044.0,0x00000212,标准帧,数据帧,0x08,00 00 A3 00 00 00 00 A3 ,
6895,接收,10:30:11.060.0,0x00000281,标准帧,数据帧,0x08,12 01 3A 01 00 00 00 00 ,
6896,接收,10:30:11.060.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
6897,接收,10:30:11.060.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
6898,接收,10:30:11.060.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0A 0A ,
6899,接收,10:30:11.060.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A3 B5 ,
6900,接收,10:30:11.060.0,0x00000401,标准帧,数据帧,0x08,20 81 00 04 68 55 00 98 ,
6901,接收,10:30:11.060.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8B A3 ,
6902,接收,10:30:11.060.0,0x00000211,标准帧,数据帧,0x08,16 4E 81 00 3E 04 A3 40 ,
6903,接收,10:30:11.060.0,0x00000212,标准帧,数据帧,0x08,00 00 A4 00 00 00 00 A4 ,
6904,接收,10:30:11.060.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0B 0B ,
6905,接收,10:30:11.060.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 B2 00 5C ,
6906,接收,10:30:11.060.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 66 00 C8 8A ,
6907,接收,10:30:11.060.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 B2 B3 ,
6908,接收,10:30:11.060.0,0x00000402,标准帧,数据帧,0x08,20 3F 5F 04 66 04 68 41 ,
6909,接收,10:30:11.060.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A4 B2 ,
6910,接收,10:30:11.076.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8C A4 ,
6911,接收,10:30:11.076.0,0x00000211,标准帧,数据帧,0x08,16 4E 84 00 3E 04 A4 42 ,
6912,接收,10:30:11.076.0,0x00000212,标准帧,数据帧,0x08,00 00 A5 00 00 00 00 A5 ,
6913,接收,10:30:11.076.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0C 0C ,
6914,接收,10:30:11.076.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
6915,接收,10:30:11.076.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
6916,接收,10:30:11.076.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A5 B3 ,
6917,接收,10:30:11.076.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8D A5 ,
6918,接收,10:30:11.076.0,0x00000211,标准帧,数据帧,0x08,16 4E 87 00 3E 04 A5 40 ,
6919,接收,10:30:11.076.0,0x00000212,标准帧,数据帧,0x08,00 00 A6 00 00 00 00 A6 ,
6920,接收,10:30:11.076.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0D 0D ,
6921,接收,10:30:11.092.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 B3 00 10 ,
6922,接收,10:30:11.092.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 65 00 C8 89 ,
6923,接收,10:30:11.092.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 B3 B2 ,
6924,接收,10:30:11.092.0,0x00000402,标准帧,数据帧,0x08,20 3F 60 04 65 04 68 42 ,
6925,接收,10:30:11.092.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A6 B0 ,
6926,接收,10:30:11.092.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8E A6 ,
6927,接收,10:30:11.092.0,0x00000211,标准帧,数据帧,0x08,16 4E 87 00 3E 04 A6 43 ,
6928,接收,10:30:11.092.0,0x00000212,标准帧,数据帧,0x08,00 00 A7 00 00 00 00 A7 ,
6929,接收,10:30:11.092.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
6930,接收,10:30:11.092.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
6931,接收,10:30:11.092.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0E 0E ,
6932,接收,10:30:11.092.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
6933,接收,10:30:11.092.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
6934,接收,10:30:11.092.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A7 B1 ,
6935,接收,10:30:11.092.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8F A7 ,
6936,接收,10:30:11.092.0,0x00000211,标准帧,数据帧,0x08,16 4E 85 00 3E 04 A7 40 ,
6937,接收,10:30:11.109.0,0x00000212,标准帧,数据帧,0x08,00 00 A8 00 00 00 00 A8 ,
6938,接收,10:30:11.109.0,0x00000281,标准帧,数据帧,0x08,2F 01 3A 01 00 00 00 00 ,
6939,接收,10:30:11.109.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0F 0F ,
6940,接收,10:30:11.109.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
6941,接收,10:30:11.109.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 B4 00 E9 ,
6942,接收,10:30:11.109.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
6943,接收,10:30:11.109.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 65 00 C8 89 ,
6944,接收,10:30:11.109.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 B4 B5 ,
6945,接收,10:30:11.109.0,0x00000402,标准帧,数据帧,0x08,20 3F 61 04 65 04 67 43 ,
6946,接收,10:30:11.109.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A8 BE ,
6947,接收,10:30:11.109.0,0x00000401,标准帧,数据帧,0x08,20 83 00 04 67 55 00 95 ,
6948,接收,10:30:11.109.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 80 A8 ,
6949,接收,10:30:11.109.0,0x00000211,标准帧,数据帧,0x08,16 4E 84 00 3E 04 A8 4E ,
6950,接收,10:30:11.109.0,0x00000212,标准帧,数据帧,0x08,00 00 A9 00 00 00 00 A9 ,
6951,接收,10:30:11.109.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
6952,接收,10:30:11.125.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 A9 BF ,
6953,接收,10:30:11.125.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 81 A9 ,
6954,接收,10:30:11.125.0,0x00000211,标准帧,数据帧,0x08,16 4E 83 00 3E 04 A9 48 ,
6955,接收,10:30:11.125.0,0x00000212,标准帧,数据帧,0x08,00 00 AA 00 00 00 00 AA ,
6956,接收,10:30:11.125.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 01 01 ,
6957,接收,10:30:11.125.0,0x00000210,标准帧,数据帧,0x08,02 01 12 00 00 B5 00 A5 ,
6958,接收,10:30:11.125.0,0x00000469,标准帧,数据帧,0x08,20 00 00 04 64 00 C8 88 ,
6959,接收,10:30:11.125.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 B5 B4 ,
6960,接收,10:30:11.125.0,0x00000402,标准帧,数据帧,0x08,20 3F 62 04 64 04 67 44 ,
6961,接收,10:30:11.125.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 AA BC ,
6962,接收,10:30:11.125.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 82 AA ,
6963,接收,10:30:11.125.0,0x00000211,标准帧,数据帧,0x08,16 4E 82 00 3E 04 AA 4A ,
6964,接收,10:30:11.125.0,0x00000212,标准帧,数据帧,0x08,00 00 AB 00 00 00 00 AB ,
6965,接收,10:30:11.141.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
6966,接收,10:30:11.141.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
6967,接收,10:30:11.141.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 02 02 ,
6968,接收,10:30:11.141.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
