序号,传输方向,时间戳,ID,帧格式,帧类型,长度,数据,
14580,接收,10:30:19.781.0,0x00000212,标准帧,数据帧,0x08,00 00 0D 00 00 00 00 0D ,
14581,接收,10:30:19.781.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 84 AC ,
14582,接收,10:30:19.796.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 0D 1B ,
14583,接收,10:30:19.796.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 04 04 ,
14584,接收,10:30:19.796.0,0x00000211,标准帧,数据帧,0x08,16 46 C9 01 B1 03 0D 27 ,
14585,接收,10:30:19.796.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
14586,接收,10:30:19.796.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
14587,接收,10:30:19.796.0,0x00000212,标准帧,数据帧,0x08,00 00 0E 00 00 00 00 0E ,
14588,接收,10:30:19.796.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 85 AD ,
14589,接收,10:30:19.796.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 0E 18 ,
14590,接收,10:30:19.796.0,0x00000281,标准帧,数据帧,0x08,EC 03 3A 01 00 00 00 00 ,
14591,接收,10:30:19.796.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 05 05 ,
14592,接收,10:30:19.796.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
14593,接收,10:30:19.812.0,0x00000211,标准帧,数据帧,0x08,16 46 D2 01 B1 03 0E 3F ,
14594,接收,10:30:19.812.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
14595,接收,10:30:19.812.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 67 00 38 ,
14596,接收,10:30:19.812.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 CE 00 C8 25 ,
14597,接收,10:30:19.812.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 67 66 ,
14598,接收,10:30:19.812.0,0x00000402,标准帧,数据帧,0x08,20 41 14 03 CE 03 D0 F6 ,
14599,接收,10:30:19.812.0,0x00000212,标准帧,数据帧,0x08,00 00 0F 00 00 00 00 0F ,
14600,接收,10:30:19.812.0,0x00000401,标准帧,数据帧,0x08,20 7C 00 03 D0 55 00 DA ,
14601,接收,10:30:19.812.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 86 AE ,
14602,接收,10:30:19.812.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 0F 19 ,
14603,接收,10:30:19.812.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
14604,接收,10:30:19.812.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 06 06 ,
14605,接收,10:30:19.812.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
14606,接收,10:30:19.812.0,0x00000211,标准帧,数据帧,0x08,16 46 CE 01 A3 03 0F 30 ,
14607,接收,10:30:19.812.0,0x00000212,标准帧,数据帧,0x08,00 00 10 00 00 00 00 10 ,
14608,接收,10:30:19.812.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 87 AF ,
14609,接收,10:30:19.827.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 10 06 ,
14610,接收,10:30:19.827.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 07 07 ,
14611,接收,10:30:19.827.0,0x00000211,标准帧,数据帧,0x08,16 46 C2 01 A3 03 10 23 ,
14612,接收,10:30:19.827.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 68 00 9B ,
14613,接收,10:30:19.827.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 CE 00 C8 25 ,
14614,接收,10:30:19.827.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 68 69 ,
14615,接收,10:30:19.827.0,0x00000402,标准帧,数据帧,0x08,20 41 15 03 CE 03 D0 F7 ,
14616,接收,10:30:19.827.0,0x00000212,标准帧,数据帧,0x08,00 00 11 00 00 00 00 11 ,
14617,接收,10:30:19.827.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 88 A0 ,
14618,接收,10:30:19.827.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 11 07 ,
14619,接收,10:30:19.827.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 08 08 ,
14620,接收,10:30:19.827.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
14621,接收,10:30:19.827.0,0x00000211,标准帧,数据帧,0x08,16 46 BF 01 A3 03 11 5F ,
14622,接收,10:30:19.827.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
14623,接收,10:30:19.843.0,0x00000212,标准帧,数据帧,0x08,00 00 12 00 00 00 00 12 ,
14624,接收,10:30:19.843.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 89 A1 ,
14625,接收,10:30:19.843.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 12 04 ,
14626,接收,10:30:19.843.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 09 09 ,
14627,接收,10:30:19.843.0,0x00000211,标准帧,数据帧,0x08,16 46 C2 01 A3 03 12 21 ,
14628,接收,10:30:19.843.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 69 00 D7 ,
14629,接收,10:30:19.843.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 CE 00 C8 25 ,
14630,接收,10:30:19.843.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 69 68 ,
14631,接收,10:30:19.843.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
14632,接收,10:30:19.843.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
14633,接收,10:30:19.843.0,0x00000402,标准帧,数据帧,0x08,20 41 16 03 CE 03 D0 F8 ,
14634,接收,10:30:19.843.0,0x00000212,标准帧,数据帧,0x08,00 00 13 00 00 00 00 13 ,
14635,接收,10:30:19.843.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8A A2 ,
14636,接收,10:30:19.859.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 13 05 ,
14637,接收,10:30:19.859.0,0x00000281,标准帧,数据帧,0x08,EC 03 3A 01 00 00 00 00 ,
14638,接收,10:30:19.859.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
14639,接收,10:30:19.859.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0A 0A ,
14640,接收,10:30:19.859.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
14641,接收,10:30:19.859.0,0x00000211,标准帧,数据帧,0x08,16 46 CB 01 A3 03 13 29 ,
14642,接收,10:30:19.859.0,0x00000212,标准帧,数据帧,0x08,00 00 14 00 00 00 00 14 ,
14643,接收,10:30:19.859.0,0x00000401,标准帧,数据帧,0x08,20 80 00 03 D0 55 00 26 ,
14644,接收,10:30:19.859.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8B A3 ,
14645,接收,10:30:19.859.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 14 02 ,
14646,接收,10:30:19.859.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0B 0B ,
14647,接收,10:30:19.859.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
14648,接收,10:30:19.859.0,0x00000211,标准帧,数据帧,0x08,16 46 D4 01 A3 03 14 31 ,
14649,接收,10:30:19.859.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
14650,接收,10:30:19.859.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 6A 00 03 ,
14651,接收,10:30:19.859.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 CD 00 C8 26 ,
14652,接收,10:30:19.859.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 6A 6B ,
14653,接收,10:30:19.859.0,0x00000402,标准帧,数据帧,0x08,20 41 17 03 CD 03 D0 F9 ,
14654,接收,10:30:19.859.0,0x00000212,标准帧,数据帧,0x08,00 00 15 00 00 00 00 15 ,
14655,接收,10:30:19.888.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8C A4 ,
14656,接收,10:30:19.888.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 15 03 ,
14657,接收,10:30:19.888.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0C 0C ,
14658,接收,10:30:19.888.0,0x00000211,标准帧,数据帧,0x08,16 46 D1 01 A3 03 15 35 ,
14659,接收,10:30:19.888.0,0x00000212,标准帧,数据帧,0x08,00 00 16 00 00 00 00 16 ,
14660,接收,10:30:19.888.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8D A5 ,
14661,接收,10:30:19.888.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 16 00 ,
14662,接收,10:30:19.906.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0D 0D ,
14663,接收,10:30:19.906.0,0x00000211,标准帧,数据帧,0x08,16 46 C4 01 A3 03 16 23 ,
14664,接收,10:30:19.906.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 6B 00 4F ,
14665,接收,10:30:19.906.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 CD 00 C8 26 ,
14666,接收,10:30:19.906.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 6B 6A ,
14667,接收,10:30:19.906.0,0x00000402,标准帧,数据帧,0x08,20 41 18 03 CD 03 D0 FA ,
14668,接收,10:30:19.906.0,0x00000212,标准帧,数据帧,0x08,00 00 17 00 00 00 00 17 ,
14669,接收,10:30:19.906.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8E A6 ,
14670,接收,10:30:19.906.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 17 01 ,
14671,接收,10:30:19.906.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
14672,接收,10:30:19.906.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0E 0E ,
14673,接收,10:30:19.906.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
14674,接收,10:30:19.906.0,0x00000211,标准帧,数据帧,0x08,16 46 C1 01 A3 03 17 27 ,
14675,接收,10:30:19.906.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
14676,接收,10:30:19.906.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
14677,接收,10:30:19.906.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
14678,接收,10:30:19.906.0,0x00000212,标准帧,数据帧,0x08,00 00 18 00 00 00 00 18 ,
14679,接收,10:30:19.906.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 8F A7 ,
14680,接收,10:30:19.906.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 18 0E ,
14681,接收,10:30:19.906.0,0x00000281,标准帧,数据帧,0x08,F7 03 3A 01 00 00 00 00 ,
14682,接收,10:30:19.906.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 0F 0F ,
14683,接收,10:30:19.906.0,0x00000211,标准帧,数据帧,0x08,16 46 C4 01 A3 03 18 2D ,
14684,接收,10:30:19.906.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 6C 00 B6 ,
14685,接收,10:30:19.906.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 CD 00 C8 26 ,
14686,接收,10:30:19.906.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 6C 6D ,
14687,接收,10:30:19.906.0,0x00000402,标准帧,数据帧,0x08,20 41 19 03 CD 03 D0 FB ,
14688,接收,10:30:19.906.0,0x00000212,标准帧,数据帧,0x08,00 00 19 00 00 00 00 19 ,
14689,接收,10:30:19.906.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 80 A8 ,
14690,接收,10:30:19.906.0,0x00000401,标准帧,数据帧,0x08,20 80 00 03 D0 55 00 26 ,
14691,接收,10:30:19.906.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 19 0F ,
14692,接收,10:30:19.906.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
14693,接收,10:30:19.906.0,0x00000211,标准帧,数据帧,0x08,16 46 CC 01 AA 03 19 2D ,
14694,接收,10:30:19.921.0,0x00000212,标准帧,数据帧,0x08,00 00 1A 00 00 00 00 1A ,
14695,接收,10:30:19.921.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 81 A9 ,
14696,接收,10:30:19.921.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 1A 0C ,
14697,接收,10:30:19.921.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 01 01 ,
14698,接收,10:30:19.921.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
14699,接收,10:30:19.921.0,0x00000211,标准帧,数据帧,0x08,16 46 D8 01 AA 03 1A 3A ,
14700,接收,10:30:19.921.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
14701,接收,10:30:19.921.0,0x00000210,标准帧,数据帧,0x08,02 01 0D 00 00 6D 00 FA ,
14702,接收,10:30:19.921.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 CD 00 C8 26 ,
14703,接收,10:30:19.921.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 6D 6C ,
14704,接收,10:30:19.921.0,0x00000402,标准帧,数据帧,0x08,20 41 1A 03 CD 03 D0 FC ,
14705,接收,10:30:19.921.0,0x00000212,标准帧,数据帧,0x08,00 00 1B 00 00 00 00 1B ,
14706,接收,10:30:19.921.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 82 AA ,
14707,接收,10:30:19.937.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 1B 0D ,
14708,接收,10:30:19.937.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
14709,接收,10:30:19.937.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 02 02 ,
14710,接收,10:30:19.937.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
14711,接收,10:30:19.937.0,0x00000211,标准帧,数据帧,0x08,16 46 D9 01 AA 03 1B 3A ,
14712,接收,10:30:19.937.0,0x00000212,标准帧,数据帧,0x08,00 00 1C 00 00 00 00 1C ,
14713,接收,10:30:19.937.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 83 AB ,
14714,接收,10:30:19.937.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 1C 0A ,
14715,接收,10:30:19.937.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 03 03 ,
14716,接收,10:30:19.937.0,0x00000211,标准帧,数据帧,0x08,16 46 CF 01 AA 03 1C 2B ,
14717,接收,10:30:19.937.0,0x00000210,标准帧,数据帧,0x08,02 01 0C 00 00 6E 00 44 ,
14718,接收,10:30:19.937.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 CD 00 C8 26 ,
14719,接收,10:30:19.953.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 6E 6F ,
14720,接收,10:30:19.953.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
14721,接收,10:30:19.953.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
14722,接收,10:30:19.953.0,0x00000402,标准帧,数据帧,0x08,20 41 1B 03 CD 03 D0 FD ,
14723,接收,10:30:19.953.0,0x00000212,标准帧,数据帧,0x08,00 00 1D 00 00 00 00 1D ,
14724,接收,10:30:19.953.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 84 AC ,
14725,接收,10:30:19.953.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 1D 0B ,
14726,接收,10:30:19.953.0,0x00000281,标准帧,数据帧,0x08,26 04 3A 01 00 00 00 00 ,
14727,接收,10:30:19.953.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 04 04 ,
14728,接收,10:30:19.953.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
14729,接收,10:30:19.953.0,0x00000211,标准帧,数据帧,0x08,16 45 CA 01 AA 03 1D 2C ,
14730,接收,10:30:19.953.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
14731,接收,10:30:19.953.0,0x00000212,标准帧,数据帧,0x08,00 00 1E 00 00 00 00 1E ,
14732,接收,10:30:19.953.0,0x00000401,标准帧,数据帧,0x08,20 80 00 03 D0 55 00 26 ,
14733,接收,10:30:19.953.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 85 AD ,
14734,接收,10:30:19.969.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 1E 08 ,
14735,接收,10:30:19.969.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 05 05 ,
14736,接收,10:30:19.969.0,0x00000211,标准帧,数据帧,0x08,16 45 CE 01 AA 03 1E 2B ,
14737,接收,10:30:19.969.0,0x00000210,标准帧,数据帧,0x08,02 01 0C 00 00 6F 00 08 ,
14738,接收,10:30:19.969.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 CD 00 C8 26 ,
14739,接收,10:30:19.969.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 6F 6E ,
14740,接收,10:30:19.969.0,0x00000402,标准帧,数据帧,0x08,20 41 1C 03 CD 03 D0 FE ,
14741,接收,10:30:19.969.0,0x00000212,标准帧,数据帧,0x08,00 00 1F 00 00 00 00 1F ,
14742,接收,10:30:19.969.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 86 AE ,
14743,接收,10:30:19.969.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 1F 09 ,
14744,接收,10:30:19.969.0,0x00000243,标准帧,数据帧,0x08,00 00 00 00 00 00 00 00 ,
14745,接收,10:30:19.969.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 06 06 ,
14746,接收,10:30:19.969.0,0x00000244,标准帧,数据帧,0x08,00 10 20 08 10 00 00 00 ,
14747,接收,10:30:19.969.0,0x00000211,标准帧,数据帧,0x08,16 45 D6 01 AA 03 1F 32 ,
14748,接收,10:30:19.969.0,0x00000212,标准帧,数据帧,0x08,00 00 20 00 00 00 00 20 ,
14749,接收,10:30:19.985.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 87 AF ,
14750,接收,10:30:19.985.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 20 36 ,
14751,接收,10:30:19.985.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 07 07 ,
14752,接收,10:30:19.985.0,0x00000240,标准帧,数据帧,0x08,00 00 01 09 00 00 08 00 ,
14753,接收,10:30:19.985.0,0x00000211,标准帧,数据帧,0x08,16 45 E3 01 AA 03 20 38 ,
14754,接收,10:30:19.985.0,0x00000241,标准帧,数据帧,0x08,42 10 42 00 10 02 08 00 ,
14755,接收,10:30:19.985.0,0x00000210,标准帧,数据帧,0x08,02 01 0C 00 00 70 00 1F ,
14756,接收,10:30:19.985.0,0x00000469,标准帧,数据帧,0x08,20 00 00 03 CE 00 C8 25 ,
14757,接收,10:30:19.985.0,0x00000154,标准帧,数据帧,0x08,01 00 00 00 00 00 70 71 ,
14758,接收,10:30:19.985.0,0x00000402,标准帧,数据帧,0x08,20 41 1D 03 CE 03 CF FF ,
14759,接收,10:30:19.985.0,0x00000212,标准帧,数据帧,0x08,00 00 21 00 00 00 00 21 ,
14760,接收,10:30:19.985.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 88 A0 ,
14761,接收,10:30:19.985.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 21 37 ,
14762,接收,10:30:20.001.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 08 08 ,
14763,接收,10:30:20.001.0,0x00000211,标准帧,数据帧,0x08,16 45 E2 01 AA 03 21 38 ,
14764,接收,10:30:20.001.0,0x00000242,标准帧,数据帧,0x08,AA 02 00 00 00 00 00 00 ,
14765,接收,10:30:20.001.0,0x00000245,标准帧,数据帧,0x08,20 05 00 00 00 00 00 00 ,
14766,接收,10:30:20.001.0,0x00000212,标准帧,数据帧,0x08,00 00 22 00 00 00 00 22 ,
14767,接收,10:30:20.001.0,0x00000142,标准帧,数据帧,0x08,00 00 00 00 00 28 89 A1 ,
14768,接收,10:30:20.001.0,0x00000213,标准帧,数据帧,0x08,00 00 00 59 4E 01 22 34 ,
14769,接收,10:30:20.001.0,0x00000281,标准帧,数据帧,0x08,3D 04 3A 01 00 00 00 00 ,
14770,接收,10:30:20.001.0,0x00000143,标准帧,数据帧,0x08,00 00 00 00 00 00 09 09 ,
14771,接收,10:30:20.001.0,0x00000211,标准帧,数据帧,0x08,16 45 D5 01 AA 03 22 0C ,
14772,接收,10:30:20.001.0,0x00000210,标准帧,数据帧,0x08,02 01 0C 00 00 71 00 53 ,
